title,director,cast,genre,plot,release_date,slug,poster_filename,processed_plot,pre_genre,pre_director,pre_cast
Zarak,Terence Young,"Victor Mature, Michael Wilding, Anita Ekberg",,"Zarak Khan is the son of a chief who is caught embracing one of his father's wives, Salma. Zarak's father sentences both to torture and death but they are saved by an imam . The exiled Zarak becomes a bandit chief and an enemy of the British Empire .",26 December 1956 ( 1956-12-26 ) (New York City) January 1957 ( 1957-01 ) (United States) 10 January 1957 ( 1957-01-10 ) (London),tt0051219,Zarak_(movie_poster).jpg,zarak khan son chief caught embrac one father wive salma zarak father sentenc tortur death save imam exil zarak becom bandit chief enemi british empir,,terence young,"['victor mature', 'michael wilding', 'anita ekberg']"
Zara Hatke Zara Bachke,Laxman Utekar,"Vicky Kaushal, Sara Ali Khan",,"The story revolves around Kapil and Somya - a middle-class happily married couple from Indore who want to get a house of their own through the Indian government's flagship program: the Awas Yojna scheme. The story starts with Kapil, a yoga instructor, and Somya, a teacher living under a joint family with Kapil's parents and his aunt and uncle staying with them due to which they have to give up their room and sleep in the hall. Somya a Sikh girl from background is often looked down by Kapil's aunt as they are Brahmins. Kapil always tries to intervene and make up to Somya by taking her out for lunch for her favorite food. Somya always wanted a house of her own and after looking for a house which they both liked, the broker tries to get more money which was discussed when showcasing the house by giving all house rates as expensive. So then they learn about this Awas Yojna and Kapil goes to inquire about it but returns empty-handed as he has had an argument with the employee. However, the peon in the office who also has a side business of settlements and brokerage due to being a government employee gives advice to Kapil and Somya about the scheme and tell them that to be eligible, Kapil either has to be kicked out of their parents' inheritance or Somya should divorce him in order to qualify as a single divorced lady. They initially brush off the idea, but Somya wants her own home so badly that she convinces Kapil to go with the divorce process. He reluctantly agrees and then a series of comedic events start as they are faking their divorce in front of all including their families. Finally their divorce is approved, but then the broker is caught and the Yojna (scheme) draw results are halted due to which there is an argument between Kapil and Somya, as the former says it was due to Somya's greed he is divorced and they are in this situation just to get some privacy and space of their own. After some time Somya gets the papers of her new home from the Indian Government and she confesses all this to her parents and they all go to Kapil's house and they come clean. But Kapil's aunt faints and is taken to hospital where it is revealed that her liver is failing and she needs urgent transplant. During this time Somya realizes the importance of family and now no longer wants her separate house. Soon they give the house keys and papers to the security guard of the society they were living as he has a young daughter and doesn't have a house. After sometime Somya and Kapil remarry and start a happy life.",2 June 2023 ( 2023-06-02 ),tt15576460,Zara_Hatke_Zara_Bachke.jpg,stori revolv around kapil somya middleclass happili marri coupl indor want get hous indian govern flagship program awa yojna scheme stori start kapil yoga instructor somya teacher live joint famili kapil parent aunt uncl stay due give room sleep hall somya sikh girl background often look kapil aunt brahmin kapil alway tri interven make somya take lunch favorit food somya alway want hous look hous like broker tri get money discus showcas hous give hous rate expens learn awa yojna kapil goe inquir return emptyhand argument employe howev peon offic also side busi settlement brokerag due govern employe give advic kapil somya scheme tell elig kapil either kick parent inherit somya divorc order qualifi singl divorc ladi initi brush idea somya want home badli convinc kapil go divorc process reluctantli agre seri comed event start fake divorc front includ famili final divorc approv broker caught yojna scheme draw result halt due argument kapil somya former say due somya greed divorc situat get privaci space time somya get paper new home indian govern confess parent go kapil hous come clean kapil aunt faint taken hospit reveal liver fail need urgent transplant time somya realiz import famili longer want separ hous soon give hous key paper secur guard societi live young daughter doesnt hous sometim somya kapil remarri start happi life,,laxman utekar,"['vicky kaushal', 'sara ali khan']"
Zarkorr! The Invader,Aaron Osborne [ a ],"Rhys Pugh, De'Prise Grossman, Mark Hamilton, Charles Schneider, Eileen Wesson","Zarkorr! The Invader is a 1996 American monster film directed by Michael Deak and Aaron Osborne, with a screenplay by Neal Marshall Stevens . Produced by Full Moon Entertainment , it stars Rhys Pugh, De'Prise Grossman, Mark Hamilton, Charles Schneider, and Eileen Wesson. The story regards an extraterrestrial race who challenge mankind by unleashing a giant monster called Zarkorr upon Earth. To give humans a fighting chance, they select a hero to fight the monster: a young postal worker named Tommy Ward.","Intelligent aliens who have been studying Earth for centuries decide to challenge mankind by sending in a 185-foot, laser-eyed monster called Zarkorr to wreak city-crushing havoc. Only one incredibly average young man, postal worker Tommy Ward (Rhys Pugh), can find the beast's weakness and save the planet with the help of a 6-inch-tall pixie (Torie Lynch), who says she is ""a mental image projected into his brain"" by the aliens. She explains that Zarkorr cannot be destroyed by weapons, but that the key to the monster's destruction lies within the monster itself. Tommy, chosen as an average human, is the one destined to fight Zarkorr, who has been trained to kill him. Tommy asks scientist Dr. Stephanie Martin (De'Prise Grossman) for advice about his mission, but everyone thinks he is crazy. He takes the scientist hostage, but manages to explain his predicament to one of the policemen George Ray (Mark Hamilton), who believes him and helps him escape. Dr. Martin agrees to help him. Using computers belonging to a friend of hers, they establish that the monster, which is destroying city after city in the style of Godzilla , neither sleeps nor breathes. Going to the place where the monster first appeared, they come into possession of a strange metallic capsule that fell out of the sky at the time the monster arrived. It is believed to be unopenable, but it opens by itself for Tommy as he touches it. He uses the top of the capsule as a shield, reflecting Zarkorr's laser rays back at him, and the monster dissolves into a small glowing sphere flying into space. Tommy is taken to a hospital to recover; a TV reporter congratulates him for saving the world, and he jokes he might run for president. [ 1 ]",April 1996 ( 1996-04 ),tt0118214,Zaklorrr-invader-aff.jpg,intellig alien studi earth centuri decid challeng mankind send 185foot laserey monster call zarkorr wreak citycrush havoc one incred averag young man postal worker tommi ward rhi pugh find beast weak save planet help 6inchtal pixi torus lynch say mental imag project brain alien explain zarkorr destroy weapon key monster destruct lie within monster tommi chosen averag human one destin fight zarkorr train kill tommi ask scientist dr stephani martin depris grossman advic mission everyon think crazi take scientist hostag manag explain predica one policeman georg ray mark hamilton believ help escap dr martin agre help use comput belong friend establish monster destroy citi citi style godzilla neither sleep breath go place monster first appear come possess strang metal capsul fell sky time monster arriv believ unopen open tommi touch use top capsul shield reflect zarkorr laser ray back monster dissolv small glow sphere fli space tommi taken hospit recov tv report congratul save world joke might run presid 1,american monster film directed,aaron osborne [ a ],"['rhys pugh', ""de'prise grossman"", 'mark hamilton', 'charles schneider', 'eileen wesson']"
Zara Si Zindagi,K. Balachander,"Kamal Haasan, Anita Raj",,"Rakesh, a young man who has an M.A. in philosophy comes to Delhi from Bihar looking for a job. Rakesh, along with his friend Amit of Bengal lives in a slum. One day Amit's friend Tilak from Punjab goes to that dilapidated cottage for staying where Rakesh and Amit reside. The three men share everything that they get to eat, but usually go without food. One day, Rakesh sees a girl named Kusum at a bus stop waiting for the next bus towards the railway station, Rakesh offers to carry her luggage to the railway station as bus service is closed and taxi drivers are on strike on that day. On reaching the railway station, Kusum pays Rakesh to which he replies that he has no change. She rebukes him in Punjabi language assuming he does not speak the language that he is trying to cheat her. Rakesh tells her that he knows Punjabi. Rakesh once chases a man to his house to get back the 15 rupees which he looted from him by lying. The man enters a house, Rakesh follows him by running after him and reaches till that house and Kusum opens the door after knocking. Rakesh learns that the man is Kusum's father. Rakesh tells about the money and Kusum returns the money to Rakesh. Kusum is a small-time stage actress. Kusum goes to Rakesh's house to introduce him to her stage play director to replace an ill actor so that he could earn some money as she learned that Rakesh is unemployed. Kusum introduces Rakesh to her stage-director Pratap, who is arrogant and short-tempered. Pratap has an obsession for Kusum. Pratap can't tolerate intimacy between Rakesh and Kusum. Pratap throws out Rakesh from stage drama acting because of disobeying him. Rakesh does not take the post of a clerk of a company after misbehaving with interview-takers and tears his certificates of educational qualifications. Amit somehow earns money which he did so by the advice of a friend of his named Dilip. Tilak wants to know Dilip's identity. He ran away from home seeking him. Jaggu (Kusum's father) abandons their home and doesn't return for so many days. Kusum comes to Rakesh's house with her bag and baggage to live there, as her father's information is not known, where he has gone. Kusum gets a new job of baby-sitting, but gets fired quickly for losing the baby while buying a toy as she kept the baby in baby-stroller outside the toy shop. Actually the baby has been kidnapped by Amit, Amit fetches the baby to Rakesh and tells that their days of hardship and starving are over because he will demand ransom from that baby's parents. Kusum notices that the baby was that baby for whom she was doing the baby-sitting job. Kusum takes the baby from Amit and goes to its parents' house to return it. Rakesh beats Amit and asks him who Dilip is. Amit replies that there is no one named Dilip, his own negative mentality is Dilip. Rakesh expels him from the house and warns him not to return. Kusum loves Rakesh, she tells this to a dumb artist Arun, a man whom both Rakesh and Kusum first met in a park. Once Pratap tries to strangle Kusum in a stage play, later at night Pratap comes to Kusum's house and apologizes to her, Pratap tells her that he wants to marry her. Kusum agrees to marry to Pratap on a condition, and the condition is, Rakesh will have to be provided a job by Pratap's industrialist father Mohanlal Sharma. Rakesh does not take the job as he realises that Pratap is Mohanlal's son and Mohanlal tells that Kusum is his son's girlfriend. Pratap threatens to kill himself if Kusum does not want to marry him. Kusum agrees, but later sees Rakesh singing in a park while on a drive with Pratap, she gets down from the car and tells Rakesh that she will abide by whatever he wants, meanwhile Pratap leaves that place angrily and starts driving his car, not taking Kusum. Amit is now a husband of a rich woman and Tilak has turned into a beggar who is mentally ill. The film ends with Rakesh and Kusum hugging in the park. Pratap gives the neck-chain bought by himself for marriage with Kusum to a street-beggar as alms in hot temperament.",7 January 1983 ( 1983-01-07 ),tt0155408,Zara_Si_Zindagi.jpg,rakesh young man philosophi come delhi bihar look job rakesh along friend amit bengal live slum one day amit friend tilak punjab goe dilapid cottag stay rakesh amit resid three men share everyth get eat usual go without food one day rakesh see girl name kusum bu stop wait next bu toward railway station rakesh offer carri luggag railway station bu servic close taxi driver strike day reach railway station kusum pay rakesh repli chang rebuk punjabi languag assum speak languag tri cheat rakesh tell know punjabi rakesh chase man hous get back 15 rupe loot lie man enter hous rakesh follow run reach till hous kusum open door knock rakesh learn man kusum father rakesh tell money kusum return money rakesh kusum smalltim stage actress kusum goe rakesh hous introduc stage play director replac ill actor could earn money learn rakesh unemploy kusum introduc rakesh stagedirector pratap arrog shorttemp pratap obsess kusum pratap cant toler intimaci rakesh kusum pratap throw rakesh stage drama act disobey rakesh take post clerk compani misbehav interviewtak tear certif educ qualif amit somehow earn money advic friend name dilip tilak want know dilip ident ran away home seek jaggu kusum father abandon home doesnt return mani day kusum come rakesh hous bag baggag live father inform known gone kusum get new job babysit get fire quickli lose babi buy toy kept babi babystrol outsid toy shop actual babi kidnap amit amit fetch babi rakesh tell day hardship starv demand ransom babi parent kusum notic babi babi babysit job kusum take babi amit goe parent hous return rakesh beat amit ask dilip amit repli one name dilip neg mental dilip rakesh expel hous warn return kusum love rakesh tell dumb artist arun man rakesh kusum first met park pratap tri strangl kusum stage play later night pratap come kusum hous apolog pratap tell want marri kusum agre marri pratap condit condit rakesh provid job pratap industrialist father mohanl sharma rakesh take job realis pratap mohanl son mohanl tell kusum son girlfriend pratap threaten kill kusum want marri kusum agre later see rakesh sing park drive pratap get car tell rakesh abid whatev want meanwhil pratap leav place angrili start drive car take kusum amit husband rich woman tilak turn beggar mental ill film end rakesh kusum hug park pratap give neckchain bought marriag kusum streetbeggar alm hot tempera,,k. balachander,"['kamal haasan', 'anita raj']"
Zarra's Law,Juha Wuolijoki,"Tony Sirico, Brendan Fehr, Erin Cummings, Kathrine Narducci","Zarra's Law is a 2014 American police procedural film that made its world premiere in the director's home country Finland on June 11, 2014. The film stars Tony Sirico as retired detective Tony Zarra, who gets pushed into the world of crime after the murder of his younger brother. The film was written by Joseph Scarpinito and Charles Kipps and directed by Juha Wuolijoki , produced by Scarpe Diem Productions. The ensemble cast features actors Brendan Fehr , Erin Cummings and Kathrine Narducci . In the film, Tony's love for his brother and family makes it harder for him to let go. Moreover, Tony is faced with the stress of his brother's convicted killer being released from prison early.","Zarra's Law is about two brothers on opposing sides of law. Tony Zarra being a successful retired seasoned police officer, Roberto being a Capo with the Mob. After the death Roberto, who falls victim to a car bomb, his violent death breaks apart the Zarra family. When his son Gaetano shows up to his funeral dressed in full military attire, he shows he was disgusted by his father's way of life; this causes a sudden disappearance of Roberto's son. He leaves to join the army while his grandmother seeks alleviation in alcohol. Tony Zarra goes into retirement following his brother's funeral. [ 1 ] Two years pass and Leo, the bartender, tells Tony Bobby Stax is being released with an early parole from his eight-year sentence. Tony then finds himself forced back into the criminal world to seek revenge for his brother's death. Stax's release also pushes Gaetano's return from service and becomes a lawyer for his uncle's investigation of Roberto's organized death.","June 11, 2014 ( 2014-06-11 )",tt2294963,Zarra's_Law_poster.jpg,zarra law two brother oppos side law toni zarra success retir season polic offic roberto capo mob death roberto fall victim car bomb violent death break apart zarra famili son gaetano show funer dress full militari attir show disgust father way life caus sudden disappear roberto son leav join armi grandmoth seek allevi alcohol toni zarra goe retir follow brother funer 1 two year pas leo bartend tell toni bobbi stax releas earli parol eightyear sentenc toni find forc back crimin world seek reveng brother death stax releas also push gaetano return servic becom lawyer uncl investig roberto organ death,american police procedural film,juha wuolijoki,"['tony sirico', 'brendan fehr', 'erin cummings', 'kathrine narducci']"
Zar Gul,Salmaan Peerzada,"Imraan Peerzada, Faryal Gohar, Samina Peerzada, Talat Hussain",,"The story revolves around a young boy who later becomes an outlaw and dacoit, but remains a hero to the poor, after his father is killed by a crooked politician. [ 2 ]",1997 ( 1997 ),tt0115044,,stori revolv around young boy later becom outlaw dacoit remain hero poor father kill crook politician 2,,salmaan peerzada,"['imraan peerzada', 'faryal gohar', 'samina peerzada', 'talat hussain']"
Zarrar,Shaan Shahid,"Shaan Shahid, Kiran Malik, Nadeem Baig, Nayyar Ejaz, Shafqat Cheema",,"A secret agent named, Zarrar (Shahid) has gone rogue after his homeland, Pakistan has been plunged with corruption when he finds out that a secret international operation has plans to dismantle the Pakistani government and subsequently gain control of its Nuclear Weapons Programme. Aiming to end the seemingly endless cycle of threats, he gets help from a close friend, Colonel Mustajab (Baig). With time running out, Zarrar must act fast in terminating the greatest threat Pakistan has come up against since its inception.",25 November 2022 ( 2022-11-25 ),tt5698284,Zarrar.jpg,secret agent name zarrar shahid gone rogu homeland pakistan plung corrupt find secret intern oper plan dismantl pakistani govern subsequ gain control nuclear weapon programm aim end seemingli endless cycl threat get help close friend colonel mustajab baig time run zarrar must act fast termin greatest threat pakistan come sinc incept,,shaan shahid,"['shaan shahid', 'kiran malik', 'nadeem baig', 'nayyar ejaz', 'shafqat cheema']"
Zatoichi and the Doomed Man,Kazuo Mori,"Shintaro Katsu, Sachiko Murase",,"Zatoichi (Katsu) is given 50 lashes for illegal gambling in Shimokura. While in jail, his cellmate Shimazo (Mizuhara) claims to have been jailed on false charges of housebreaking , arson , and murder , pleading with Ichi to contact one of his influential associates who can vouch for his innocence and to inform his wife and daughter of his situation.",18 September 1965 ( 1965-09-18 ) (Japan),tt0202154,,zatoichi katsu given 50 lash illeg gambl shimokura jail cellmat shimazo mizuhara claim jail fals charg housebreak arson murder plead ichi contact one influenti associ vouch innoc inform wife daughter situat,,kazuo mori,"['shintaro katsu', 'sachiko murase']"
Zatoichi(1989 film),Shintaro Katsu,"Shintaro Katsu, Kanako Higuchi, Takanori Jinnai, Tsurutarō Kataoka, Takehiro Okumura","Zatôichi ( 座頭市 ) , also known as Zatoichi: Darkness Is His Ally , [ 1 ] Zatoichi: The Blind Swordsman and Shintaro Katsu's Zatoichi , is a 1989 Japanese Chambara film directed by and starring Shintaro Katsu , who also produced and co-wrote the screenplay. [ 2 ] It is the twenty-sixth entry in a series of films featuring the blind swordsman Zatoichi , released 16 years after the twenty-fifth film in the series Zatoichi's Conspiracy (1973). The main character is based on a fictional character, a blind masseur and swordmaster created by novelist Kan Shimozawa and set during the late Edo period . [ 3 ]","After being released from a brief captivity in prison, an older Ichi continues his life of wandering. He befriends a Rōnin (a masterless samurai ), and later decides to live in a village, which happens to be doomed and besieged by the unholy alliance of the Yakuza lord Boss Goemon with the mad and corrupt Inspector Hasshuu. After learning of the ominous fate of the villagers, Zatoichi throws himself once again into a fierce battle, facing both Goemon's army and the unnamed Ronin, who has been hired by Goemon to eliminate Zatoichi.",4 February 1989 ( 1989-02-04 ) (Japan),tt0202152,,releas brief captiv prison older ichi continu life wander befriend rōnin masterless samurai later decid live villag happen doom besieg unholi allianc yakuza lord bos goemon mad corrupt inspector hasshuu learn omin fate villag zatoichi throw fierc battl face goemon armi unnam ronin hire goemon elimin zatoichi,japanese chambara film directed,shintaro katsu,"['shintaro katsu', 'kanako higuchi', 'takanori jinnai', 'tsurutarō kataoka', 'takehiro okumura']"
Zatoichi and the Chess Expert,Kenji Misumi,"Shintaro Katsu, Mikio Narita","Zatoichi and the Chess Expert ( 座頭市地獄旅 , Zatōichi jigoku-tabi ) is a 1965 Japanese chambara film directed by Kenji Misumi and starring Shintaro Katsu as the blind masseur Zatoichi . [ 1 ] It was originally released by the Daiei Motion Picture Company (later acquired by Kadokawa Pictures ).","[ 2 ] On a boat trip to Honshu island , Zatoichi (Katsu) makes the acquaintance of Jumonji (Narita), an expert shogi (Japanese chess ) player and swordsman. Once on Honshu, a group of men that had tried to cheat Zatoichi at dice try to take revenge upon him- only for Ichi to turn the tables on them in the tussle. However, Miki, the niece of a woman named Otane, is injured in the confusion, compelling Ichi to go to great lengths to procure the medicine needed to cure her injury. When she recovers, the child sincerely thanks him, leaving him overwrought with emotion. The four travel to Hakone to use hotsprings to help in healing Miki. After arriving, further guests arrive- including a young lord named Sasagara, his sister Kume, and their retainer Roppei, the only one who could identify the man who killed their father, over a heated game of shogi. When Otane admits to her growing feelings for Ichi, he reveals that he still harbors feelings for a woman of the same name that he once loved, who is now dead. Despite his suspicions, Zatoichi remains silent, until Roppei is found dead- having been strangled with a length of wire while engaged in prayer. This, combined with the discovery of a fishing float at the scene of the killing, further implicates Jumonji. However, Ichi continues to ""observe"" Jumonji through their shogi games, with the latter having won two of their three games. When The brother and sister reveal a particular quirk of the man who killed their father- rubbing his nose and snapping his finger- Ichi is all but certain of his new friend's guilt in the two murders. As Zatoichi and Jumonji escort Otane and Miki on their trip, the two men begin a verbal game of shogi, with each move escalating the tension between the two of them. Eventually, the moment of ""checkmate"" comes- when Jumonji confronts Ichi, only for Zatoichi to reveal the fishing float from the scene of the murder. The two engage in a duel- with Zatoichi telling Otane to get Miki away from the carnage- and Ichi critically wounds Jumonji. Though he stops from killing the man, when Sasagara and Kume arrive to enact vengeance upon him. In the confusion, Zatoichi departs- with Sasagara and Kume bowing respectfully to him, and Miki calling out to thank him. As he walks away, upon hearing Miki, Zatoichi softly returns her earlier thanks- saying ""arigato"".",24 December 1965 ( 1965-12-24 ) (Japan) 4 October 1968 ( 1968-10-04 ) (New York),tt0059942,,2 boat trip honshu island zatoichi katsu make acquaint jumonji narita expert shogi japanes chess player swordsman honshu group men tri cheat zatoichi dice tri take reveng upon ichi turn tabl tussl howev miki niec woman name otan injur confus compel ichi go great length procur medicin need cure injuri recov child sincer thank leav overwrought emot four travel hakon use hotspr help heal miki arriv guest arriv includ young lord name sasagara sister kume retain roppei one could identifi man kill father heat game shogi otan admit grow feel ichi reveal still harbor feel woman name love dead despit suspicion zatoichi remain silent roppei found dead strangl length wire engag prayer combin discoveri fish float scene kill implic jumonji howev ichi continu observ jumonji shogi game latter two three game brother sister reveal particular quirk man kill father rub nose snap finger ichi certain new friend guilt two murder zatoichi jumonji escort otan miki trip two men begin verbal game shogi move escal tension two eventu moment checkmat come jumonji confront ichi zatoichi reveal fish float scene murder two engag duel zatoichi tell otan get miki away carnag ichi critic wound jumonji though stop kill man sasagara kume arriv enact vengeanc upon confus zatoichi depart sasagara kume bow respect miki call thank walk away upon hear miki zatoichi softli return earlier thank say arigato,japanese chambara film directed,kenji misumi,"['shintaro katsu', 'mikio narita']"
Zatoichi and the One-Armed Swordsman,Kimiyoshi Yasuda Hsu Tseng Hung,"Shintaro Katsu, Jimmy Wang Yu",,"While traveling the Japanese countryside the blind masseur Zatoichi ( Shintaro Katsu ) comes across the One Armed Swordsman , Wang Kang ( Jimmy Wang Yu ), who is in hiding and protecting a child from a corrupt Japanese priest and a group of yakuza . Zatoichi and Wang Kang, each from very different worlds yet heroic swordsmen in their own right, at first seem to get along but a language barrier and a series of misunderstanding leads Kang to distrust Ichi. Soon the two heroes are at each other throats while each attempts to stop the true villains from taking the child.",13 January 1971 ( 1971-01-13 ),tt0066602,Zatoichi_and_the_One-Armed_Swordsman.jpg,travel japanes countrysid blind masseur zatoichi shintaro katsu come across one arm swordsman wang kang jimmi wang yu hide protect child corrupt japanes priest group yakuza zatoichi wang kang differ world yet heroic swordsman right first seem get along languag barrier seri misunderstand lead kang distrust ichi soon two hero throat attempt stop true villain take child,,kimiyoshi yasuda hsu tseng hung,"['shintaro katsu', 'jimmy wang yu']"
Zatoichi and the Fugitives,Kimiyoshi Yasuda,"Shintaro Katsu, Takashi Shimura, Yumiko Nogawa","Zatoichi and the Fugitives ( 座頭市果し状 , Zatōichi hatashijō ) is a 1968 Japanese chambara film directed by Kimiyoshi Yasuda and starring Shintaro Katsu as the blind masseur Zatoichi . It was originally released by the Daiei Motion Picture Company (later acquired by Kadokawa Pictures ).","Zatoichi comes to a village which is the local hub of family farms in a silk growing region. The most prominent villager is Matsugoro who apparently will stop at nothing to bring all under his control. The small village does have a kind doctor, Dr. Junan, who lives with his daughter Oshizu. Boss Matsugoro appears to be very prosperous. As a minor gangster he has a large retinue of toughs he uses to bully and intimidate others and he owns a silk weaving factory where at least some of his weavers work to service debt and are actually in bondage. He has also acquired some appointed local political position from which he plans to gain more benefits. Into this situation enters a group of fugitives - criminals who have caused a lot of trouble elsewhere and have a reputation for shocking and unnecessary cruelty. Amongst this group of men is one woman - Oaki. Also amongst these men is Ogano, the disowned son of Dr. Junan from whom he's been estranged since Ogano killed a man 5 years ago in the town of Edo. The fugitives and Boss Matsugoro reach an arrangement where he will allow them to hide out above his weaving factory and they will do some unnamed strong arm favors for him when asked. Zatoichi and the fugitives have some minor clashes due to their pugnacity but Ogano prevents these situations from escalating as he knows Zatoichi could easily kill his fellow ruffians if provoked because he witnessed Zatoichi slice a snake in half as it fell through the air from a tree branch when he happened to pass Zatoichi eating his lunch in the woods previously. Zatoichi and Boss Matsugoro have a final falling out when Zatoichi compels him to allow a sick weaver to return home with her father, release her from compulsory service and burn her bond papers. Matsugoro orders his henchmen to get rid of the troublesome Zatoichi and they wound him severely but he escapes and goes into hiding. Believing Dr. Junan or his daughter Oshizu to know Zatoichi's whereabouts, Matsugoro has his men severely beat the doctor but he refuses to talk. They then take his daughter away and since she won't talk either, Matsugoro orders his men to strip her naked and hang her up. Just as they begin to struggle with her Zatoichi appears to rescue Oshizu and Dr. Junan. Still weak and severely wounded from his previous fight, Zatoichi nevertheless defeats those holding Oshizu and instructs a redeemed Oaki to lead her to her father back at the factory. The women are discovered by some of Matsugoro's men and are about to be questioned when Zatoichi appears and kills all but 1 who runs to warn Matsugoro. This leads to a large running sword battle inside Matsugoro's house where many of his men and finally Matsugoro himself are slain by Zatoichi. Following the house battle Zatoichi goes outside to rest and is set upon by the fugitives, all of whom he kills until only Ogano is left to face him. Just as their battle is about to begin the women and Dr. Junan arrive to witness Zatoichi swiftly put an end to Ogano's life. Oshizu cradles her brother's dead body and cries while Zatoichi backs up and then begins to walk away, alone again as the background song says ""only the cicadas cry...""",10 August 1968 ( 1968-08-10 ) (Japan),tt0063835,,zatoichi come villag local hub famili farm silk grow region promin villag matsugoro appar stop noth bring control small villag kind doctor dr junan live daughter oshizu bos matsugoro appear prosper minor gangster larg retinu tough use bulli intimid other own silk weav factori least weaver work servic debt actual bondag also acquir appoint local polit posit plan gain benefit situat enter group fugit crimin caus lot troubl elsewher reput shock unnecessari cruelti amongst group men one woman oaki also amongst men ogano disown son dr junan he estrang sinc ogano kill man 5 year ago town edo fugit bos matsugoro reach arrang allow hide weav factori unnam strong arm favor ask zatoichi fugit minor clash due pugnac ogano prevent situat escal know zatoichi could easili kill fellow ruffian provok wit zatoichi slice snake half fell air tree branch happen pas zatoichi eat lunch wood previous zatoichi bos matsugoro final fall zatoichi compel allow sick weaver return home father releas compulsori servic burn bond paper matsugoro order henchman get rid troublesom zatoichi wound sever escap goe hide believ dr junan daughter oshizu know zatoichi whereabout matsugoro men sever beat doctor refus talk take daughter away sinc wont talk either matsugoro order men strip nake hang begin struggl zatoichi appear rescu oshizu dr junan still weak sever wound previou fight zatoichi nevertheless defeat hold oshizu instruct redeem oaki lead father back factori woman discov matsugoro men question zatoichi appear kill 1 run warn matsugoro lead larg run sword battl insid matsugoro hous mani men final matsugoro slain zatoichi follow hous battl zatoichi goe outsid rest set upon fugit kill ogano left face battl begin woman dr junan arriv wit zatoichi swiftli put end ogano life oshizu cradl brother dead bodi cri zatoichi back begin walk away alon background song say cicada cri,japanese chambara film directed,kimiyoshi yasuda,"['shintaro katsu', 'takashi shimura', 'yumiko nogawa']"
